titre	identifiant	prix	prix soldé	état	disponibilité	Canal	libellé du flux	langue	canonical link	catégorie	description	gtin	identifiant groupe	lien	lien image	lien image supplémentaire	livraison(frais livraison:pays livraison)	marque	taille	tous les clics	tranche d'âge	étiquette personnalisée 0	étiquette personnalisée 1	étiquette personnalisée 2	étiquette personnalisée 3	étiquette personnalisée 4
Botas de futbol Futbol Hombre Nike Phantom Gx 2 Academy ag	FJ2552-100	84.99 EUR	84.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-phantom-gx-2-academy-ag-white-black-mtlc-gold-coi-fj2552-100	Futbol > Botas de futbol	Botas De Futbol Futbol Nike Phantom Gx 2 Academy ag Hombre	196974668206	FJ2552-100	https://lp.base.net/nike-phantom-gx-2-academy-ag-white-black-mtlc-gold-coi-fj2552-100?lpoid=8d49ed3bb84ac764b0347f0477d0bac3ffdcc47b	https://www.base.net/media/catalog/product/0/1/01_fj2552_100.jpg	https://www.base.net/media/catalog/product/0/2/02_fj2552_100.jpg,https://www.base.net/media/catalog/product/0/3/03_fj2552_100.jpg,https://www.base.net/media/catalog/product/0/4/04_fj2552_100	0.00 EUR:ES	Nike	40.5	3	adulte	Dataiads-allcategs-ori	Futbol	Hombre		
Zapatillas Casual Hombre Zapatilla Casual Hombre Vl Court 3.0 adidas Sportswear	ID6285	70.00 EUR	56.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/zapatilla-casual-hombre-vl-court-3-0-adidas-sportswear-ftwwht-cblack-greone-id6285	Casual > Zapatillas	Zapatillas Casual Zapatilla Casual Hombre  Vl Court 3.0 adidas Sportswear Hombre	4067886698994	ID6285	https://lp.base.net/zapatilla-casual-hombre-vl-court-3-0-adidas-sportswear-ftwwht-cblack-greone-id6285?lpoid=5bcbfb28f831c0cd4eafb37c87511cc2dab3fbd1	https://www.base.net/media/catalog/product/0/1/01_id6285.jpg	https://www.base.net/media/catalog/product/0/2/02_id6285.jpg,https://www.base.net/media/catalog/product/0/3/03_id6285.jpg,https://www.base.net/media/catalog/product/0/4/04_id6285.jpg	0.00 EUR:ES	adidas	44	28	adulte	Dataiads-allcategs-var	Casual	Hombre	"SUMMER"	BF-DOS-CUATRO
Zapatillas Fitness Mujer Puma Pwrframe Tr 3	379560-03	90.00 EUR	58.50 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-pwrframe-tr-3-white-garnet-379560-03	Fitness > Zapatillas	Zapatillas Fitness Puma Pwrframe Tr 3 Mujer	4099686591199	379560-03	https://lp.base.net/puma-pwrframe-tr-3-white-garnet-379560-03?lpoid=40493936b0477701c5b21b1134d813dc94dfd89d	https://www.base.net/media/catalog/product/0/1/01_379560_03.jpg	https://www.base.net/media/catalog/product/0/2/02_379560_03.jpg,https://www.base.net/media/catalog/product/0/3/03_379560_03.jpg,https://www.base.net/media/catalog/product/0/4/04_379560_03.jpg	0.00 EUR:ES	Puma	40	33	adulte	Dataiads-allcategs-ori	Fitness	Mujer		REBAJAS-ENERO-25
Sandalias Natacion Mujer Roxy Viva iv	ARJL100663-ABI	16.99 EUR	13.59 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/roxy-viva-iv-absinthe-green-arjl100663-abi	Natacion > Sandalias	Sandalias Natacion Roxy Viva iv Mujer	3613378202845	ARJL100663-ABI	https://lp.base.net/roxy-viva-iv-absinthe-green-arjl100663-abi?lpoid=4f12828d5b39f286bb423a1312354731ce28f3c0	https://www.base.net/media/catalog/product/0/1/01_arjl100663_abi.jpg	https://www.base.net/media/catalog/product/0/2/02_arjl100663_abi.jpg,https://www.base.net/media/catalog/product/0/3/03_arjl100663_abi.jpg,https://www.base.net/media/catalog/product/0/4/0	3.99 EUR:ES	Roxy	37	0	adulte	Dataiads-allcategs-ori	Natacion	Mujer	"SUMMER"	BF-DOS-CUATRO
Zapatillas Running Hombre Nike Pegasus 40 Road Running	DV3853-006	129.99 EUR	103.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-pegasus-40-road-running-platinum-tint-black-white-dv3853-006	Running > Zapatillas	Zapatillas Running Nike Pegasus 40 Road Running Hombre	196975587162	DV3853-006	https://lp.base.net/nike-pegasus-40-road-running-platinum-tint-black-white-dv3853-006?lpoid=185e225d346de3d27d3acdba1fce0e40d05899ba	https://www.base.net/media/catalog/product/0/1/01_dv3853_006.jpg	https://www.base.net/media/catalog/product/0/2/02_dv3853_006.jpg,https://www.base.net/media/catalog/product/0/3/03_dv3853_006.jpg,https://www.base.net/media/catalog/product/0/4/04_dv3853_006	0.00 EUR:ES	Nike	44	1080	adulte	Dataiads-allcategs-var	Running	Hombre		REBAJAS-ENERO-25
Malla Running Hombre Asics Core Tight	2011C345-001	45.00 EUR	33.75 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/asics-core-tight-performance-black-2011c345-001	Running > Malla	Malla Running Asics Core Tight Hombre	4550330596859	2011C345-001	https://lp.base.net/asics-core-tight-performance-black-2011c345-001?lpoid=cdb6067d375aa7b73de4fc96567df89e9e523224	https://www.base.net/media/catalog/product/0/1/01_2011c345_001.jpg	https://www.base.net/media/catalog/product/0/2/02_2011c345_001.jpg,https://www.base.net/media/catalog/product/0/3/03_2011c345_001.jpg	3.99 EUR:ES	Asics	S	1	adulte	Dataiads-allcategs-var	Running	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Botas de futbol Futbol Unisex Botas De Fútbol De Hombre Copa Pure 2.3 Fg adidas Performance	IE4896	80.00 EUR	48.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/botas-de-futbol-de-hombre-copa-pure-2-3-fg-adidas-performance-lucblu-ftwwht-solred-ie4896	Futbol > Botas de futbol	Botas De Futbol Futbol Botas De Fútbol De Hombre Copa Pure 2.3 Fg adidas Performance Unisex	4066762392797	IE4896	https://lp.base.net/botas-de-futbol-de-hombre-copa-pure-2-3-fg-adidas-performance-lucblu-ftwwht-solred-ie4896?lpoid=ba83f1bfa28cdbf8475e62e1e7b11b9ac4a98cdc	https://www.base.net/media/catalog/product/0/1/01_ie4896.jpg	https://www.base.net/media/catalog/product/0/2/02_ie4896.jpg,https://www.base.net/media/catalog/product/0/3/03_ie4896.jpg,https://www.base.net/media/catalog/product/0/4/04_ie4896.jpg	3.99 EUR:ES	adidas	46	15	adulte	Dataiads-allcategs-var	Futbol	Unisex		REBAJAS-ENERO-25
Nike Academy Track Suit	cw6131	32.99 EUR		neuf	en stock	Magasin en ligne	ES	es			UN CONJUNTO QUE CAPILARIZA EL SUDOR IDEAL PARA LOS CALENTAMIENTOS. El chándal Nike Dri-FIT Academy incluye una chaqueta con cremallera y un pantalón regulable para que puedas entrenar con total comodidad. El tejido con capilarización del sudor y los detal			https://canarias.base.net/nike-academy-track-suit-white-bright-crimson-brig-cw6131-100	https://www.base.net/media/catalog/product/0/1/01_cw6131_100.jpg		:ES	Nike		2						
Inflador Futbol Unisex Nike Essential Ball Pump Intl	N.KJ.02.027.NS-027	13.00 EUR	10.40 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-essential-ball-pump-intl-blawhiwhi-n-kj-02-027-ns-027	Futbol > Inflador	Inflador Futbol Nike Essential Ball Pump Intl Unisex	887791177544	N.KJ.02.027.NS-027	https://lp.base.net/nike-essential-ball-pump-intl-blawhiwhi-n-kj-02-027-ns-027?lpoid=76eac187c1e3f5e3e525da9db3c7bb1fdb21d9ea	https://www.base.net/media/catalog/product/0/1/01_n.kj.02.027.ns_027.jpg		3.99 EUR:ES	Nike	T.ÚNICA	28	adulte	Dataiads-allcategs-var	Futbol	Unisex	"REBAJAS"	BF-DOS-CUATRO
Sudadera Casual Mujer Vans Drop V Logo HoodiE-B	VN0A5HNP15P1-VN15P	72.00 EUR	36.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/vans-drop-v-logo-hoodie-b-white-heather-vn0a5hnp15p1-vn15p	Casual > Sudadera	Sudadera Casual Vans Drop V Logo HoodiE-B Mujer	196244269355	VN0A5HNP15P1-VN15P	https://lp.base.net/vans-drop-v-logo-hoodie-b-white-heather-vn0a5hnp15p1-vn15p?lpoid=c627e7c41aa59419915f6718cef8feafb4d3f851	https://www.base.net/media/catalog/product/0/1/01_vn0a5hnp15p1_vn15p.jpg	https://www.base.net/media/catalog/product/0/2/02_vn0a5hnp15p1_vn15p.jpg	3.99 EUR:ES	Vans	L	53	adulte	Dataiads-allcategs-ori	Casual	Mujer	"outlet-base"	REBAJAS-ENERO-25
Camiseta Fitness Hombre adidas Train Essentials Feelready Training	IC6947	20.00 EUR	16.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/adidas-train-essentials-feelready-training-white-black-ic6947	Fitness > Camiseta	Camiseta Fitness adidas Train Essentials Feelready Training Hombre	4065432924955	IC6947	https://lp.base.net/adidas-train-essentials-feelready-training-white-black-ic6947?lpoid=a4ca95c9dba5436b1ab82e3f259c4e374daf39b4	https://www.base.net/media/catalog/product/0/1/01_ic6947.jpg	https://www.base.net/media/catalog/product/0/2/02_ic6947.jpg,https://www.base.net/media/catalog/product/0/3/03_ic6947.jpg,https://www.base.net/media/catalog/product/0/4/04_ic6947.jpg	3.99 EUR:ES	adidas	M	1	adulte	Dataiads-allcategs-var	Fitness	Hombre	"SUMMER"	BF-DOS-CUATRO
Short Casual Junior Nike N Air Short pk	HF5522-010	34.99 EUR	27.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-n-air-short-pk-black-pink-foam-hf5522-010	Casual > Short	Short Casual Nike N Air Short pk Junior	197595444873	HF5522-010	https://lp.base.net/nike-n-air-short-pk-black-pink-foam-hf5522-010?lpoid=0dbcc7d16734eb08300121e3ea97d679edb601a6	https://www.base.net/media/catalog/product/0/1/01_hf5522_010.jpg	https://www.base.net/media/catalog/product/0/2/02_hf5522_010.jpg,https://www.base.net/media/catalog/product/0/3/03_hf5522_010.jpg,https://www.base.net/media/catalog/product/0/4/04_hf5522_010	3.99 EUR:ES	Nike	M	0	enfants	Dataiads-allcategs-ori	Casual	Junior	"CAMPAMENTO"	REBAJAS-ENERO-25
Camiseta Running Hombre Asics Race Ss Top	2011C239-300	40.00 EUR	22.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/asics-race-ss-top-performance-black-hazard-2011c239-300	Running > Camiseta	Camiseta Running Asics Race Ss Top Hombre	4550455055682	2011C239-300	https://lp.base.net/asics-race-ss-top-performance-black-hazard-2011c239-300?lpoid=2504434ac5f2b08c8f30bf89062019ea7d4f3225	https://www.base.net/media/catalog/product/0/1/01_2011c239_300.jpg		3.99 EUR:ES	Asics	S	0	adulte	Dataiads-allcategs-ori	Running	Hombre	"REBAJAS"	REBAJAS-ENERO-25
Camiseta Casual Hombre New Era League Essential Tee	13083955-260	30.00 EUR	18.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/new-era-league-essential-tee-med-beige-13083955-260	Casual > Camiseta	Camiseta Casual New Era League Essential Tee Hombre	196313106956	13083955-260	https://lp.base.net/new-era-league-essential-tee-med-beige-13083955-260?lpoid=052e1f3f2738f8fcc04507b0d85d17483a94fe8d	https://www.base.net/media/catalog/product/0/1/01_13083955_260.jpg	https://www.base.net/media/catalog/product/0/2/02_13083955_260.jpg,https://www.base.net/media/catalog/product/0/3/03_13083955_260.jpg,https://www.base.net/media/catalog/product/0/4/04_1308	3.99 EUR:ES	New Era	S	0	adulte	Dataiads-allcategs-ori	Casual	Hombre	"outlet-base"	REBAJAS-ENERO-25
Puma Downtown	533582	32.50 EUR		neuf	en stock	Magasin en ligne	ES	es			Obtén tus ideas de estilo de aquellos que tienen su dedo directamente en el pulso de la moda en nuestra colección Downtown, una línea de diseños extraídos directamente de la inspiración del estilo callejero visto en la naturaleza. Nuestra sudadera Downtown Crew presenta un ajuste relajado y una línea de corte con abertura lateral acentuada con características de colorblocking para ofrecer un interés visual que encantará a cualquier entusiasta del estilo.  COMPOSICIÓN Y TECNOLOGÍA  Material reciclado: Fabricado con al menos un 20% de material reciclado como un paso hacia un mejor futuro Exterior: 100% Algodón Acanalado: 97% Algodón, 3% Elastano			https://canarias.base.net/puma-downtown-flower-533582-41	https://www.base.net/media/catalog/product/0/1/01_533582_41.jpg		:ES	Puma		1						
Camiseta Casual Hombre Hellyhansen Box T	53285-990	35.00 EUR	21.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/hellyhansen-box-t-black-53285-990	Casual > Camiseta	Camiseta Casual Hellyhansen Box T Hombre	7040056874371	53285-990	https://lp.base.net/hellyhansen-box-t-black-53285-990?lpoid=7ff3c13db854412500c9fc5fd3eecdfde077849e	https://www.base.net/media/catalog/product/0/1/01_53285_990.jpg	https://www.base.net/media/catalog/product/0/2/02_53285_990.jpg,https://www.base.net/media/catalog/product/0/3/03_53285_990.jpg,https://www.base.net/media/catalog/product/0/4/04_53285_990.jpg	3.99 EUR:ES	Helly Hansen	S	7	adulte	Dataiads-allcategs-var	Casual	Hombre	"outlet-base"	REBAJAS-ENERO-25
Camiseta Casual Mujer Nike Sportswear Essential Women	FB2873-019	29.99 EUR	29.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-sportswear-essential-women-platinum-violet-white-fb2873-019	Casual > Camiseta	Camiseta Casual Nike Sportswear Essential Women Mujer	196970071765	FB2873-019	https://lp.base.net/nike-sportswear-essential-women-platinum-violet-white-fb2873-019?lpoid=e4dfb0df6fca0f4793358783e5860be6f5b89c0e	https://www.base.net/media/catalog/product/0/1/01_fb2873_019.jpg	https://www.base.net/media/catalog/product/0/2/02_fb2873_019.jpg,https://www.base.net/media/catalog/product/0/3/03_fb2873_019.jpg	3.99 EUR:ES	Nike	S	0	adulte	Dataiads-allcategs-var	Casual	Mujer		
Chanclas Casual Hombre Quiksilver Molokai Wordblo	AQYL101287-XKKM	22.99 EUR	10.35 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/quiksilver-molokai-wordblo-black-black-pink-aqyl101287-xkkm	Casual > Chanclas	Chanclas Casual Quiksilver Molokai Wordblo Hombre	3613378345580	AQYL101287-XKKM	https://lp.base.net/quiksilver-molokai-wordblo-black-black-pink-aqyl101287-xkkm?lpoid=58e69837fc6c071ba0e5b49647baa5965f21fa14	https://www.base.net/media/catalog/product/0/1/01_aqyl101287_xkkm.jpg	https://www.base.net/media/catalog/product/0/2/02_aqyl101287_xkkm.jpg,https://www.base.net/media/catalog/product/0/3/03_aqyl101287_xkkm.jpg,https://www.base.net/media/catalog/product/0/	3.99 EUR:ES	Quiksilver	44	1	adulte	Dataiads-allcategs-ori	Casual	Hombre	"outlet-base"	BF-DOS-CUATRO
Mochila Casual Unisex Puma Phase Backpack	090468-03	20.00 EUR	18.00 EUR		en stock	Magasin en ligne	ES	es		Casual > Mochila	Mochila Casual Puma Phase Backpack Unisex	4067981497461	090468-03	https://www.base.net/puma-phase-backpack-olive-redmazi-090468-03	https://www.base.net/media/catalog/product/0/1/01_090468_03.jpg	https://www.base.net/media/catalog/product/0/2/02_090468_03.jpg,https://www.base.net/media/catalog/product/0/3/03_090468_03.jpg,https://www.base.net/media/catalog/product/0/4/04_090468_03.jpg	3.99 EUR:ES	Puma	T.ÚNICA	0	adulte		Casual	Unisex		REBAJAS-ENERO-25
Botas de futbol Futbol Hombre Nike Zoom Superfly 9 Academy Fg/mg	DJ5625-605	94.99 EUR	75.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/nike-zoom-superfly-9-academy-fg-mg-pink-blast-volt-gridiron-dj5625-605	Futbol > Botas de futbol	Botas De Futbol Futbol Nike Zoom Superfly 9 Academy Fg/mg Hombre	196604213684	DJ5625-605	https://lp.base.net/nike-zoom-superfly-9-academy-fg-mg-pink-blast-volt-gridiron-dj5625-605?lpoid=bf5d61f6ef53e5b96f6ff2b19b97c57da580cdb3	https://www.base.net/media/catalog/product/0/1/01_dj5625_605.jpg	https://www.base.net/media/catalog/product/0/2/02_dj5625_605.jpg,https://www.base.net/media/catalog/product/0/3/03_dj5625_605.jpg,https://www.base.net/media/catalog/product/0/4/04_dj5625_605	0.00 EUR:ES	Nike	39	1730	adulte	Dataiads-allcategs-var	Futbol	Hombre		REBAJAS-ENERO-25
Camiseta Casual Hombre Champion Camiseta Retro	218768S23-KK001	29.90 EUR	13.46 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/champion-camiseta-retro-nbk-hrr-218768s23-kk001	Casual > Camiseta	Camiseta Casual Champion Camiseta Retro Hombre	8054112965100	218768S23-KK001	https://lp.base.net/champion-camiseta-retro-nbk-hrr-218768s23-kk001?lpoid=f61a9ee273532a49f270659bd79faf63d42bc9d1	https://www.base.net/media/catalog/product/0/1/01_218768s23_kk001.jpg	https://www.base.net/media/catalog/product/0/2/02_218768s23_kk001.jpg,https://www.base.net/media/catalog/product/0/3/03_218768s23_kk001.jpg,https://www.base.net/media/catalog/product/0/	3.99 EUR:ES	Champion	L	0	adulte	Dataiads-allcategs-var	Casual	Hombre	"outlet-base"	BF-DOS-CUATRO
Camiseta Casual Hombre Vans Mn Classic	VN000GGGYB21-VNYB2	29.99 EUR	23.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/vans-mn-classic-blanco-negro-vn000gggyb21-vnyb2	Casual > Camiseta	Camiseta Casual Vans Mn Classic Hombre	732075993092	VN000GGGYB21-VNYB2	https://lp.base.net/vans-mn-classic-blanco-negro-vn000gggyb21-vnyb2?lpoid=1a2e26251cdfbf6c950968436ca4ab37791d0ecb	https://www.base.net/media/catalog/product/0/1/01_vn000gggyb21_vnyb2.jpg		3.99 EUR:ES	Vans	S	0	adulte	Dataiads-allcategs-var	Casual	Hombre	"SUMMER"	BF-DOS-CUATRO
Bikini Casual Mujer Rip Curl Raguita Lunar Tide	GSIYE9-40	29.99 EUR	15.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/rip-curl-raguita-lunar-tide-red-gsiye9-40	Casual > Bikini	Bikini Casual Rip Curl Raguita Lunar Tide Mujer	9354610882954	GSIYE9-40	https://lp.base.net/rip-curl-raguita-lunar-tide-red-gsiye9-40?lpoid=4297c15cec35bdc570baf9c0375c53b7a15bdeee	https://www.base.net/media/catalog/product/0/1/01_gsiye9_40.jpg	https://www.base.net/media/catalog/product/0/2/02_gsiye9_40.jpg,https://www.base.net/media/catalog/product/0/4/04_gsiye9_40.jpg,https://www.base.net/media/catalog/product/0/5/05_gsiye9_40.jpg	3.99 EUR:ES	Rip Curl	S	0	adulte	Dataiads-allcategs-ori	Casual	Mujer	"outlet-base"	REBAJAS-ENERO-25
Zapatillas Casual Mujer Wm Ward Hi Platform	VN0A4BUC1WX1-1WX	79.99 EUR	43.99 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/wm-ward-hi-platform-canvas-black-true-white-vn0a4buc1wx1-1wx	Casual > Zapatillas	Zapatillas Casual Wm Ward Hi Platform Mujer	193393085812	VN0A4BUC1WX1-1WX	https://lp.base.net/wm-ward-hi-platform-canvas-black-true-white-vn0a4buc1wx1-1wx?lpoid=d7ada6c82d16a9bfa291e124d708a58cef9bc66b	https://www.base.net/media/catalog/product/0/1/01_vn0a4buc1wx1_1wx_1_1.jpg		3.99 EUR:ES	Vans	34.5	61	adulte	Dataiads-allcategs-var	Casual	Mujer	"outlet-base"	REBAJAS-ENERO-25
Short Casual Junior adidas Sportswear Essentials 3 Bandas	IC3631	25.00 EUR	20.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/adidas-sportswear-essentials-3-bandas-black-white-ic3631	Casual > Short	Short Casual adidas Sportswear Essentials 3 Bandas Junior	4066752450919	IC3631	https://lp.base.net/adidas-sportswear-essentials-3-bandas-black-white-ic3631?lpoid=b22ffc757beacfe62ef0087e1a158e73b685b7b7	https://www.base.net/media/catalog/product/0/1/01_ic3631.jpg	https://www.base.net/media/catalog/product/0/2/02_ic3631.jpg,https://www.base.net/media/catalog/product/0/3/03_ic3631.jpg,https://www.base.net/media/catalog/product/0/4/04_ic3631.jpg	3.99 EUR:ES	adidas	7-8 años	0	enfants	Dataiads-allcategs-var	Casual	Junior	"CAMPAMENTO"	REBAJAS-ENERO-25
Ropa interior Running Mujer Puma High Impact Ultrafor	523258-01	50.00 EUR	30.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/puma-high-impact-ultrafor-black-523258-01	Running > Ropa interior	Ropa Interior Running Puma High Impact Ultrafor Mujer	4065453517570	523258-01	https://lp.base.net/puma-high-impact-ultrafor-black-523258-01?lpoid=11574cc0c864b0dfc6f09b9f35166fb06748655d	https://www.base.net/media/catalog/product/0/1/01_523258_01.jpg	https://www.base.net/media/catalog/product/0/2/02_523258_01.jpg,https://www.base.net/media/catalog/product/0/3/03_523258_01.jpg,https://www.base.net/media/catalog/product/0/4/04_523258_01.jpg	3.99 EUR:ES	Puma	M	2	adulte	Dataiads-allcategs-ori	Running	Mujer	"SUMMER"	REBAJAS-ENERO-25
Short Fitness Hombre Under Armour Woven Wdmk Shorts	1383356-001	30.00 EUR	24.00 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/under-armour-woven-wdmk-shorts-black-white-1383356-001	Fitness > Short	Short Fitness Under Armour Woven Wdmk Shorts Hombre	196885605871	1383356-001	https://lp.base.net/under-armour-woven-wdmk-shorts-black-white-1383356-001?lpoid=cc13ea84654b1e0c53072cd153f30cf51787239e	https://www.base.net/media/catalog/product/0/1/01_1383356_001.jpg	https://www.base.net/media/catalog/product/0/2/02_1383356_001.jpg,https://www.base.net/media/catalog/product/0/3/03_1383356_001.jpg	3.99 EUR:ES	Under Armour	XS	0	adulte	Dataiads-allcategs-ori	Fitness	Hombre		BF-DOS-CUATRO
Pantalon Casual Hombre Champion Pantalón Deportivo	218767S23-KK001	49.90 EUR	22.46 EUR		en stock	Magasin en ligne	ES	es	https://www.base.net/champion-pantalon-deportivo-nbk-218767s23-kk001	Casual > Pantalon	Pantalon Casual Champion Pantalón Deportivo Hombre	8054112964967	218767S23-KK001	https://lp.base.net/champion-pantalon-deportivo-nbk-218767s23-kk001?lpoid=f775c7800de8793f167c7a318f6abacbc3ab0cb9	https://www.base.net/media/catalog/product/0/1/01_218767s23_kk001.jpg	https://www.base.net/media/catalog/product/0/2/02_218767s23_kk001.jpg,https://www.base.net/media/catalog/product/0/3/03_218767s23_kk001.jpg,https://www.base.net/media/catalog/product/0/	3.99 EUR:ES	Champion	M	0	adulte	Dataiads-allcategs-ori	Casual	Hombre	"outlet-base"	BF-DOS-CUATRO
Puma Infuse Ponytail	23844	24.00 EUR		neuf	en stock	Magasin en ligne	ES	es			Sumérgete de cabeza en el mundo de la moda urbana con la gama Infuse de PUMA, diseñada específicamente para mujeres y confeccionada con materiales reciclados. Esta gorra presenta una innovadora abertura que resuelve un problema real al permitirte llevar la coleta como más te guste. La clásica forma de béisbol de seis paneles es increíblemente favorecedora, mientras que la visera curvada y la banda para el sudor del mismo tejido aportan un toque informal a tu look. Este accesorio práctico y elegante está rematado con un ajustador de velcro y detalles de marca en el mismo tono.  COMPOSICIÓN Y TECNOLOGÍA   Gorra de béisbol de seis paneles.  Visera curva.  Banda de sudor del mismo tejido.  Abertura en la parte trasera para acomodar la coleta.  Ajustador de velcro con anilla de plástico.  Identidad gráfica de PUMA bordada en el panel frontal derecho.  Etiqueta de bandera del mismo tono con logotipo PUMA Cat junto al cierre trasero.  Poliéster reciclado y algodón.			https://canarias.base.net/puma-infuse-ponytail-pristine-023844-01	https://www.base.net/media/catalog/product/0/1/01_023844_01.jpg		:ES	Puma		0						
